version,barinel-exam
2,0.009584664536741214
17,0.012048192771084338
3,0.02205882352941176
21,0.03546099290780142
1,0.046762589928057555
22,0.08
9,0.14084507042253522
19,0.2528301886792453
11,0.6363636363636364
12,1.0
18,1.0
7,1.0
23,1.0
27,1.0
10,1.0
4,1.0
14,1.0
