version,dstar-exam
17,0.006024096385542169
2,0.006389776357827476
21,0.02127659574468085
1,0.03956834532374101
3,0.06209150326797386
22,0.07
12,0.09375
9,0.1267605633802817
19,0.2490566037735849
11,0.5454545454545454
14,1.0
18,1.0
7,1.0
10,1.0
23,1.0
27,1.0
4,1.0
