version,barinel-exam
15,0.001256281407035176
1,0.0046816479400749065
22,0.005136986301369863
16,0.005673758865248227
100,0.01293103448275862
11,0.013937282229965157
2,0.014492753623188406
27,0.015151515151515152
29,0.02524271844660194
24,0.02572347266881029
102,0.03170731707317073
17,0.03207810320781032
28,0.040048543689320384
26,0.04799107142857143
101,0.14285714285714285
23,0.14473684210526316
21,0.16015293118096854
14,0.2994011976047904
103,0.3333333333333333
13,0.6990291262135923
